node_id,score
S100001,0.0
S100002,0.0
S100003,0.0
S100004,0.0
S100005,0.0
S100006,0.22110466801131354
S100007,0.02141350210970464
S100008,0.0
S100011,0.0
S100012,0.0
S100014,0.0
S100015,0.0
S100017,0.0
S100018,0.0
S100019,0.0
S100020,0.0
S100021,0.0
S100022,0.035087676037043145
S100024,0.033779385171790216
S100025,0.0
S100026,0.06051053377002743
S100027,0.0
S100028,0.0
S100029,0.0
S100031,0.0
S100032,0.0
S100033,0.0
S100034,0.0
S100035,0.0
S100038,0.0
S100039,0.0
S100040,0.0
S100041,0.0
S100042,0.0
S100043,0.0
S100046,0.0
S100050,0.0
S100051,0.0
S100052,0.0089657573439219
S100054,0.0089657573439219
S100055,0.0089657573439219
S100056,0.0
S100058,0.0089657573439219
S100060,0.0
S100061,0.056233971724478096
S100062,0.0
S100063,0.07704832614642741
S100064,0.0
S100065,0.0
S100067,0.0
S100071,0.0089657573439219
S100074,0.0
S100075,0.0
S100077,0.0
S100078,0.07749225194636583
S100080,0.0
S100083,0.009966942340360064
S100085,0.0
S100087,0.0
S100088,0.053481903117979096
S100089,0.0
S100090,0.0
S100092,0.0
S100093,0.009966942340360064
S100096,0.0
S100101,0.0
S100102,0.0
S100105,0.08960715444892664
S100106,0.0
S100107,0.0
S100108,0.0
S100109,0.0
S100110,0.009966942340360064
S100111,0.12799202643348215
S100112,0.0
S100114,0.0
S100116,0.0
S100117,0.0
S100118,0.0
S100119,0.0
S100120,0.0
