source,target,weight
S100001,S100003,0.037037037037037035
S100001,S100006,0.037037037037037035
S100001,S100007,0.037037037037037035
S100001,S100008,0.037037037037037035
S100001,S100009,0.037037037037037035
S100001,S100010,0.037037037037037035
S100001,S100011,0.037037037037037035
S100001,S100012,0.037037037037037035
S100001,S100014,0.037037037037037035
S100001,S100016,0.037037037037037035
S100001,S100017,0.037037037037037035
S100001,S100019,0.037037037037037035
S100001,S100021,0.037037037037037035
S100001,S100024,0.037037037037037035
S100001,S100026,0.037037037037037035
S100001,S100027,0.037037037037037035
S100001,S100028,0.037037037037037035
S100001,S100029,0.0664488017429194
S100001,S100032,0.037037037037037035
S100001,S100035,0.037037037037037035
S100001,S100039,0.037037037037037035
S100001,S100041,0.029411764705882353
S100001,S100042,0.029411764705882353
S100001,S100043,0.029411764705882353
S100001,S100045,0.029411764705882353
S100001,S100046,0.029411764705882353
S100001,S100047,0.029411764705882353
S100001,S100048,0.029411764705882353
S100001,S100049,0.029411764705882353
S100001,S100053,0.029411764705882353
S100001,S100054,0.029411764705882353
S100001,S100055,0.029411764705882353
S100001,S100056,0.029411764705882353
S100001,S100057,0.029411764705882353
S100001,S100058,0.029411764705882353
S100001,S100059,0.029411764705882353
S100001,S100060,0.029411764705882353
S100001,S100061,0.029411764705882353
S100001,S100062,0.029411764705882353
S100001,S100063,0.029411764705882353
S100001,S100064,0.029411764705882353
S100001,S100065,0.0664488017429194
S100001,S100066,0.029411764705882353
S100001,S100067,0.029411764705882353
S100001,S100068,0.029411764705882353
S100001,S100069,0.029411764705882353
S100001,S100070,0.029411764705882353
S100001,S100071,0.029411764705882353
S100001,S100072,0.029411764705882353
S100001,S100074,0.029411764705882353
S100001,S100075,0.029411764705882353
S100001,S100078,0.029411764705882353
S100001,S100079,0.029411764705882353
S100001,S100085,0.037037037037037035
S100001,S100105,0.037037037037037035
S100001,S100107,0.037037037037037035
S100001,S100110,0.037037037037037035
S100002,S100003,0.043478260869565216
S100002,S100006,0.043478260869565216
S100002,S100007,0.043478260869565216
S100002,S100008,0.043478260869565216
S100002,S100009,0.043478260869565216
S100002,S100012,0.043478260869565216
S100002,S100014,0.043478260869565216
S100002,S100015,0.043478260869565216
S100002,S100016,0.043478260869565216
S100002,S100017,0.043478260869565216
S100002,S100020,0.043478260869565216
S100002,S100024,0.043478260869565216
S100002,S100025,0.043478260869565216
S100002,S100031,0.043478260869565216
S100002,S100034,0.043478260869565216
S100002,S100035,0.043478260869565216
S100002,S100038,0.043478260869565216
S100002,S100039,0.043478260869565216
