node_id,score
S100001,0.09839486701945593
S100002,0.06890175693128082
S100003,0.07537061962522207
S100004,0.06890175693128082
S100005,0.09839486701945593
S100006,0.27015934114543116
S100007,0.1336056838598508
S100008,0.07537061962522207
S100011,0.09260071751317828
S100012,0.06473966836769014
S100014,0.06473966836769014
S100015,0.07537061962522207
S100017,0.06890175693128082
S100018,0.06890175693128082
S100019,0.07537061962522207
S100020,0.07537061962522207
S100021,0.06473966836769014
S100022,0.13755125315282646
S100024,0.12802113768784762
S100025,0.06473966836769014
S100026,0.1444705278900607
S100027,0.07537061962522207
S100028,0.06890175693128082
S100029,0.06473966836769014
S100031,0.06473966836769014
S100032,0.06473966836769014
S100033,0.06890175693128082
S100034,0.06473966836769014
S100035,0.07537061962522207
S100038,0.06890175693128082
S100039,0.07537061962522207
S100040,0.06890175693128082
S100041,0.09260071751317828
S100042,0.09839486701945593
S100043,0.09839486701945593
S100046,0.07216700248705518
S100050,0.09260071751317828
S100051,0.09839486701945593
S100052,0.18363774319544857
S100054,0.18363774319544857
S100055,0.18363774319544857
S100056,0.09260071751317829
S100058,0.18363774319544857
S100060,0.09839486701945593
S100061,0.15101243939344308
S100062,0.09839486701945593
S100063,0.16437874096813995
S100064,0.09260071751317829
S100065,0.09260071751317829
S100067,0.06890175693128082
S100071,0.18363774319544857
S100074,0.09260071751317829
S100075,0.06473966836769013
S100077,0.09260071751317829
S100078,0.24425035629762037
S100080,0.09260071751317829
S100083,0.15217604178203134
S100085,0.07216700248705518
S100087,0.07216700248705518
S100088,0.13569860388488558
S100089,0.07216700248705518
S100090,0.0869909057412054
S100092,0.07216700248705518
S100093,0.15217604178203134
S100096,0.07216700248705518
S100101,0.08699090574120541
S100102,0.08699090574120541
S100105,0.2090236089256597
S100106,0.06473966836769013
S100107,0.06890175693128082
S100108,0.07216700248705517
S100109,0.08699090574120541
S100110,0.15217604178203134
S100111,0.2313305431511866
S100112,0.07216700248705517
S100114,0.08699090574120541
S100116,0.09839486701945593
S100117,0.07216700248705517
S100118,0.07216700248705517
S100119,0.07216700248705517
S100120,0.07216700248705517
