node_id,score
S100001,0.026596783730335232
S100002,0.0
S100003,0.0018383631740121861
S100006,0.0018383631740121861
S100007,0.0018383631740121861
S100008,0.0012746280819166333
S100009,0.0012746280819166333
S100010,0.0007384544975853232
S100011,0.0
S100012,0.042145357709638204
S100014,0.016745063875224137
S100015,0.0007042291307555453
S100016,0.015140998721001513
S100017,0.0018383631740121861
S100019,0.0007384544975853232
S100020,0.0007042291307555453
S100021,0.0007384544975853232
S100023,0.024442604872237775
S100024,0.0018383631740121861
S100025,0.013820156720240177
S100026,0.0007384544975853232
S100027,0.0007384544975853232
S100028,0.0007384544975853232
S100029,0.039531497714682284
S100031,0.0007042291307555453
S100032,0.0
S100033,0.0
S100034,0.007761423262074597
S100035,0.0018383631740121861
S100038,0.0007042291307555453
S100039,0.015140998721001513
S100040,0.0
S100041,0.0007314433156356571
S100042,0.0007314433156356571
S100043,0.0007314433156356571
S100044,0.0
S100045,0.0007314433156356571
S100046,0.0007314433156356571
S100047,0.0
S100048,0.0007314433156356571
S100049,0.0007314433156356571
S100050,0.0
S100051,0.0
S100053,0.0007314433156356571
S100054,0.0007314433156356571
S100055,0.07555703189486464
S100056,0.0007314433156356571
S100057,0.0007314433156356571
S100058,0.0
S100059,0.0007314433156356571
S100060,0.0007314433156356571
S100061,0.0
S100062,0.0
S100063,0.0
S100064,0.02272532722211323
S100065,0.035285317004037524
S100066,0.0007314433156356571
S100067,0.0
S100068,0.0
S100069,0.0007314433156356571
S100070,0.0007314433156356571
S100071,0.0007314433156356571
S100072,0.02963693312657342
S100073,0.0
S100074,0.0007314433156356571
S100075,0.0007314433156356571
S100076,0.0
S100078,0.0007314433156356571
S100079,0.049152083200029534
S100081,0.0004207968301750985
S100082,0.0004207968301750985
S100083,0.0004207968301750985
S100084,0.061179013406515347
S100085,0.009154598353457812
S100086,0.0004207968301750985
S100090,0.0004207968301750985
S100091,0.01268282680272342
S100092,0.0004207968301750985
S100095,0.0004207968301750985
S100096,0.0004207968301750985
S100097,0.0
S100098,0.0004207968301750985
S100099,0.0004207968301750985
S100100,0.0004207968301750985
S100101,0.01268282680272342
S100105,0.01396671229951794
S100106,0.009423611337588757
S100107,0.01396671229951794
S100108,0.0004207968301750985
S100109,0.0
S100110,0.0
S100111,0.0
S100112,0.0
S100113,0.0
S100114,0.0004207968301750985
S100117,0.009423611337588757
S100118,0.0
S100120,0.0004207968301750985
