node_id,score
S100001,0.5876288659793815
S100002,0.2268041237113402
S100003,0.422680412371134
S100006,0.422680412371134
S100007,0.422680412371134
S100008,0.38144329896907214
S100009,0.38144329896907214
S100010,0.36082474226804123
S100011,0.26804123711340205
S100012,0.7010309278350515
S100014,0.6185567010309279
S100015,0.3402061855670103
S100016,0.6082474226804123
S100017,0.422680412371134
S100019,0.36082474226804123
S100020,0.3402061855670103
S100021,0.36082474226804123
S100023,0.5463917525773195
S100024,0.422680412371134
S100025,0.5773195876288659
S100026,0.36082474226804123
S100027,0.36082474226804123
S100028,0.36082474226804123
S100029,0.6804123711340206
S100031,0.3402061855670103
S100032,0.26804123711340205
S100033,0.24742268041237114
S100034,0.4845360824742268
S100035,0.422680412371134
S100038,0.3402061855670103
S100039,0.6082474226804123
S100040,0.29896907216494845
S100041,0.422680412371134
S100042,0.422680412371134
S100043,0.422680412371134
S100044,0.30927835051546393
S100045,0.422680412371134
S100046,0.422680412371134
S100047,0.3402061855670103
S100048,0.422680412371134
S100049,0.422680412371134
S100050,0.30927835051546393
S100051,0.30927835051546393
S100053,0.422680412371134
S100054,0.422680412371134
S100055,0.711340206185567
S100056,0.422680412371134
S100057,0.422680412371134
S100058,0.3402061855670103
S100059,0.422680412371134
S100060,0.422680412371134
S100061,0.3402061855670103
S100062,0.3402061855670103
S100063,0.3402061855670103
S100064,0.5567010309278351
S100065,0.6597938144329897
S100066,0.422680412371134
S100067,0.3402061855670103
S100068,0.3402061855670103
S100069,0.422680412371134
S100070,0.422680412371134
S100071,0.422680412371134
S100072,0.6288659793814433
S100073,0.30927835051546393
S100074,0.422680412371134
S100075,0.422680412371134
S100076,0.30927835051546393
S100078,0.422680412371134
S100079,0.6082474226804123
S100081,0.36082474226804123
S100082,0.36082474226804123
S100083,0.36082474226804123
S100084,0.6597938144329897
S100085,0.4948453608247423
S100086,0.36082474226804123
S100090,0.36082474226804123
S100091,0.5670103092783505
S100092,0.36082474226804123
S100095,0.36082474226804123
S100096,0.36082474226804123
S100097,0.26804123711340205
S100098,0.36082474226804123
S100099,0.36082474226804123
S100100,0.36082474226804123
S100101,0.5670103092783505
S100105,0.5773195876288659
S100106,0.5257731958762887
S100107,0.5773195876288659
S100108,0.36082474226804123
S100109,0.29896907216494845
S100110,0.26804123711340205
S100111,0.29896907216494845
S100112,0.29896907216494845
S100113,0.26804123711340205
S100114,0.36082474226804123
S100117,0.5257731958762887
S100118,0.29896907216494845
S100120,0.36082474226804123
