node_id,score
S100001,0.08066687561905632
S100002,0.06471033244199322
S100003,0.1824515724629354
S100006,0.1824515724629354
S100007,0.1824515724629354
S100008,0.12264431640419048
S100009,0.12264431640419048
S100010,0.12200017285691916
S100011,0.06004140878376282
S100012,0.20252165963549879
S100014,0.16154703737814005
S100015,0.12642283166030444
S100016,0.22378191868349226
S100017,0.1824515724629354
S100019,0.12200017285691916
S100020,0.1264228316603044
S100021,0.12200017285691916
S100023,0.08633648762800006
S100024,0.1824515724629354
S100025,0.1652255562205244
S100026,0.12200017285691916
S100027,0.12200017285691916
S100028,0.12200017285691916
S100029,0.1415234568160766
S100031,0.1264228316603044
S100032,0.060041408783762816
S100033,0.06396969084592817
S100034,0.10503446906336462
S100035,0.1824515724629354
S100038,0.1264228316603044
S100039,0.22378191868349226
S100040,0.04200322327672385
S100041,0.044759186929261806
S100042,0.044759186929261806
S100043,0.044759186929261806
S100044,0.023637663285946804
S100045,0.044759186929261806
S100046,0.044759186929261806
S100047,0.021713628942830798
S100048,0.044759186929261806
S100049,0.044759186929261806
S100050,0.023637663285946804
S100051,0.023637663285946804
S100053,0.044759186929261806
S100054,0.044759186929261806
S100055,0.08505465910185316
S100056,0.044759186929261806
S100057,0.044759186929261806
S100058,0.021713628942830798
S100059,0.044759186929261806
S100060,0.044759186929261806
S100061,0.021713628942830798
S100062,0.021713628942830798
S100063,0.021713628942830798
S100064,0.08522172183732854
S100065,0.10256160962753234
S100066,0.044759186929261806
S100067,0.021713628942830798
S100068,0.021713628942830798
S100069,0.044759186929261806
S100070,0.044759186929261806
S100071,0.044759186929261806
S100072,0.10699650281309608
S100073,0.0236376632859468
S100074,0.044759186929261806
S100075,0.044759186929261806
S100076,0.0236376632859468
S100078,0.044759186929261806
S100079,0.06715870882748526
S100081,0.08705533960474963
S100082,0.08705533960474963
S100083,0.08705533960474963
S100084,0.1088283341471301
S100085,0.10474115920300812
S100086,0.08705533960474963
S100090,0.08705533960474963
S100091,0.1477065059848409
S100092,0.08705533960474963
S100095,0.08705533960474963
S100096,0.08705533960474963
S100097,0.04636290943698655
S100098,0.08705533960474963
S100099,0.08705533960474963
S100100,0.08705533960474963
S100101,0.1477065059848409
S100105,0.14399652361950768
S100106,0.14830462591557098
S100107,0.14399652361950768
S100108,0.08705533960474963
S100109,0.04200322327672385
S100110,0.060041408783762816
S100111,0.04200322327672385
S100112,0.04200322327672385
S100113,0.04636290943698655
S100114,0.08705533960474963
S100117,0.14830462591557098
S100118,0.04200322327672385
S100120,0.08705533960474963
